monthly_rent,monthly_aconto,move_in_price,housing_type,size_sqm,rooms,floor,furnished,roommate_friendly,pets_allowed,elevator,senior_friendly,students_only,balcony_terrace,parking,dishwasher,washing_machine,charging_station,dryer,deposit,prepaid_rent,energy_mark,area,availability_in
13000.0,0.0,36000.0,Værelse,26.0,1,2,Ja,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,10000.0,13000.0,none,København V,<1 month
9500.0,0.0,29000.0,Værelse,14.0,1,5,Ja,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,10000.0,9500.0,none,København V,<1 month
8500.0,0.0,27000.0,Værelse,11.0,1,4,Ja,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,10000.0,8500.0,none,København V,<1 month
12000.0,0.0,34000.0,Værelse,22.0,1,4,Ja,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,10000.0,12000.0,none,København V,<1 month
10900.0,0.0,31800.0,Værelse,23.0,1,3,Ja,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,10000.0,10900.0,none,København V,<1 month
13000.0,0.0,36000.0,Værelse,35.0,1,4,Ja,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,10000.0,13000.0,none,København V,<1 month
10200.0,798.0,31398.0,Lejlighed,33.0,1,18,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,20400.0,0.0,A15,København V,1-3 months
11500.0,798.0,35298.0,Lejlighed,33.0,1,23,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,23000.0,0.0,A15,København V,1-3 months
11400.0,798.0,34998.0,Lejlighed,33.0,1,20,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,22800.0,0.0,A15,København V,1-3 months
16300.0,900.0,82400.0,Lejlighed,95.0,3,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,48900.0,16300.0,A10,Vedbæk,1-3 months
13400.0,650.0,67650.0,Lejlighed,60.0,3,0,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,40200.0,13400.0,none,København S,3+ months
7300.0,500.0,37000.0,Lejlighed,34.0,1,0,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,21900.0,7300.0,A15,Brønshøj,1-3 months
11500.0,700.0,58200.0,Lejlighed,83.0,3,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,34500.0,11500.0,A15,Brøndby,1-3 months
15900.0,950.0,80450.0,Lejlighed,86.0,3,1,Nej,Ja,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,47700.0,15900.0,A20,Valby,1-3 months
13680.0,1200.0,69600.0,Lejlighed,114.0,3,4,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,41040.0,13680.0,B,Vallensbæk Strand,<1 month
23500.0,1150.0,95150.0,Lejlighed,92.0,3,3,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Nej,Ja,Ikke angivet,Ikke angivet,Nej,Ikke angivet,70500.0,0.0,none,København K,3+ months
18827.0,1300.0,133089.0,Lejlighed,128.0,3,4,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ja,Nej,Ikke angivet,Ikke angivet,Nej,Ikke angivet,56481.0,56481.0,none,Frederiksberg,<1 month
25358.0,1400.0,178906.0,Lejlighed,179.0,5,3,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Nej,Nej,Ikke angivet,Ikke angivet,Nej,Ikke angivet,76074.0,76074.0,none,København V,<1 month
15550.0,1000.0,78750.0,Lejlighed,84.0,3,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Nej,46650.0,15550.0,none,København S,1-3 months
14500.0,0.0,43500.0,Lejlighed,35.0,1,0,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,14500.0,14500.0,none,København S,<1 month
12600.0,995.0,63995.0,Lejlighed,90.0,4,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,37800.0,12600.0,none,Brøndby,1-3 months
3500.0,0.0,14000.0,Værelse,12.0,1,0,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,0.0,10500.0,D,København N,<1 month
19500.0,1000.0,137500.0,Lejlighed,104.0,3,4,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,58500.0,58500.0,D,København V,1-3 months
10950.0,995.0,55745.0,Lejlighed,73.0,3,4,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,32850.0,10950.0,none,Brøndby,1-3 months
14300.0,995.0,72495.0,Lejlighed,73.0,3,5,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,42900.0,14300.0,A15,København S,1-3 months
10200.0,1000.0,52000.0,Lejlighed,68.0,2,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,30600.0,10200.0,B,Vallensbæk Strand,1-3 months
20500.0,900.0,103400.0,Lejlighed,111.0,3,1,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,61500.0,20500.0,B,København Ø,<1 month
13400.0,1000.0,68000.0,Lejlighed,85.0,2,6,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Nej,Ja,Nej,Ja,40200.0,13400.0,A15,Rødovre,3+ months
8500.0,505.0,60005.0,Lejlighed,41.0,1,0,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,25500.0,25500.0,A10,København NV,1-3 months
20000.0,875.0,100875.0,Lejlighed,105.0,3,1,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,60000.0,20000.0,B,København Ø,<1 month
11760.0,995.0,59795.0,Lejlighed,84.0,3,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,35280.0,11760.0,none,Brøndby,<1 month
12800.0,1000.0,65000.0,Lejlighed,88.0,4,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,38400.0,12800.0,none,Glostrup,1-3 months
19000.0,775.0,95775.0,Lejlighed,93.0,2,1,Ja,Ja,Nej,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,57000.0,19000.0,B,København Ø,<1 month
15000.0,1100.0,76100.0,Lejlighed,127.0,5,0,Nej,Ja,Ja,Ja,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,45000.0,15000.0,none,Rødovre,1-3 months
13300.0,1000.0,67500.0,Lejlighed,98.0,3,2,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,39900.0,13300.0,none,Ballerup,3+ months
13500.0,33500.0,13500.0,Lejlighed,92.0,3,4,Ja,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,20000.0,0.0,none,København N,<1 month
10000.0,650.0,50650.0,Lejlighed,61.0,2,2,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,30000.0,10000.0,none,Skovlunde,1-3 months
16200.0,875.0,81875.0,Lejlighed,95.0,3,1,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,48600.0,16200.0,A20,Valby,1-3 months
16000.0,0.0,64000.0,Lejlighed,63.0,2,5,Ja,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,32000.0,16000.0,C,København N,1-3 months
13500.0,575.0,68075.0,Lejlighed,58.0,2,4,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,40500.0,13500.0,A20,Valby,1-3 months
16875.0,1180.0,85555.0,Lejlighed,135.0,4,5,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,50625.0,16875.0,A15,Rødovre,1-3 months
15350.0,1100.0,77850.0,Lejlighed,122.0,4,0,Nej,Ja,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,46050.0,15350.0,A15,Herlev,1-3 months
22500.0,1400.0,113900.0,Lejlighed,112.0,5,1,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,67500.0,22500.0,A15,København V,1-3 months
14800.0,1200.0,40800.0,Lejlighed,61.0,2,0,Ja,Nej,Nej,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Nej,Ja,10000.0,14800.0,B,København S,1-3 months
15500.0,62000.0,15500.0,Lejlighed,77.0,2,3,Ja,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,46500.0,0.0,none,Valby,1-3 months
8485.0,500.0,42925.0,Lejlighed,30.0,1,0,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,25455.0,8485.0,none,København NV,<1 month
16522.0,650.0,83260.0,Lejlighed,96.0,3,2,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ja,Ja,Ikke angivet,Ja,49566.0,16522.0,none,København S,<1 month
18500.0,800.0,93300.0,Lejlighed,61.0,2,4,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ikke angivet,Ja,Ikke angivet,55500.0,18500.0,C,København S,<1 month
8745.0,500.0,44225.0,Lejlighed,42.0,1,3,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Nej,26235.0,8745.0,A20,København NV,1-3 months
12600.0,550.0,63550.0,Lejlighed,69.0,1,2,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,37800.0,12600.0,A20,Valby,1-3 months
12095.0,880.0,61355.0,Lejlighed,71.0,2,2,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,36285.0,12095.0,none,Brønshøj,<1 month
12900.0,550.0,65050.0,Lejlighed,73.0,1,5,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,38700.0,12900.0,A20,Valby,1-3 months
16900.0,925.0,85425.0,Lejlighed,103.0,3,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Nej,Ikke angivet,Ikke angivet,Ja,50700.0,16900.0,A20,Valby,1-3 months
6100.0,400.0,30900.0,Lejlighed,32.0,1,2,Nej,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,18300.0,6100.0,none,København S,3+ months
10950.0,700.0,55450.0,Lejlighed,71.0,2,0,Nej,Ja,Ja,Ikke angivet,Nej,Nej,Nej,Ja,Ikke angivet,Ja,Nej,Ja,32850.0,10950.0,none,Herlev,1-3 months
8100.0,550.0,41050.0,Lejlighed,30.0,1,4,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,24300.0,8100.0,none,Vanløse,1-3 months
8000.0,450.0,40450.0,Lejlighed,29.0,1,3,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,24000.0,8000.0,none,Valby,<1 month
6300.0,400.0,31900.0,Lejlighed,31.0,1,0,Nej,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,18900.0,6300.0,none,København S,3+ months
8250.0,550.0,41800.0,Lejlighed,35.0,1,3,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,24750.0,8250.0,A20,København SV,1-3 months
8450.0,400.0,42650.0,Lejlighed,31.0,1,5,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,25350.0,8450.0,none,København SV,<1 month
7950.0,400.0,40150.0,Lejlighed,31.0,1,4,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,23850.0,7950.0,none,København SV,<1 month
11069.0,995.0,56340.0,Lejlighed,77.0,3,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,33207.0,11069.0,none,Taastrup,1-3 months
18000.0,1100.0,91100.0,Lejlighed,107.0,3,1,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,54000.0,18000.0,C,København V,<1 month
14758.0,1000.0,74790.0,Lejlighed,77.0,3,2,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Nej,Ja,44274.0,14758.0,A20,Valby,1-3 months
8150.0,40750.0,0.0,Lejlighed,32.0,1,1,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,24450.0,8150.0,none,København NV,3+ months
8150.0,40750.0,0.0,Lejlighed,32.0,1,1,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,24450.0,8150.0,none,København NV,3+ months
7950.0,39750.0,0.0,Lejlighed,32.0,1,0,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,23850.0,7950.0,none,København NV,3+ months
7950.0,39750.0,0.0,Lejlighed,32.0,1,0,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,23850.0,7950.0,none,København NV,3+ months
13200.0,66000.0,0.0,Lejlighed,55.0,1,5,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,39600.0,13200.0,none,København NV,3+ months
12500.0,62500.0,0.0,Lejlighed,49.0,1,5,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,37500.0,12500.0,none,København NV,3+ months
11550.0,57750.0,0.0,Lejlighed,41.0,1,5,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,34650.0,11550.0,none,København NV,3+ months
11550.0,57750.0,0.0,Lejlighed,41.0,1,5,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,34650.0,11550.0,none,København NV,3+ months
8750.0,775.0,44525.0,Lejlighed,35.0,1,0,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Nej,Nej,Nej,Nej,26250.0,8750.0,none,København S,<1 month
8750.0,775.0,44525.0,Lejlighed,35.0,1,0,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Nej,Nej,Nej,Nej,26250.0,8750.0,none,København S,<1 month
16800.0,1000.0,85000.0,Lejlighed,101.0,4,6,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,50400.0,16800.0,A15,København S,1-3 months
18900.0,1100.0,95600.0,Lejlighed,110.0,4,4,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,56700.0,18900.0,A15,København S,1-3 months
13300.0,800.0,67300.0,Lejlighed,66.0,2,1,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Nej,Ja,39900.0,13300.0,A10,København Ø,1-3 months
9050.0,500.0,45750.0,Lejlighed,35.0,1,1,Nej,Nej,Nej,Ja,Ja,Nej,Nej,Nej,Ja,Nej,Nej,Nej,27150.0,9050.0,none,København Ø,1-3 months
7950.0,39750.0,0.0,Lejlighed,32.0,1,0,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,23850.0,7950.0,none,København NV,3+ months
13800.0,850.0,69850.0,Lejlighed,98.0,3,9,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,41400.0,13800.0,none,Herlev,1-3 months
9900.0,850.0,67750.0,Lejlighed,65.0,2,2,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,28500.0,28500.0,E,Hvidovre,<1 month
10600.0,600.0,52056.0,Lejlighed,82.0,3,1,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,30642.0,10214.0,E,Hvidovre,1-3 months
12495.0,750.0,63225.0,Lejlighed,70.0,2,2,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ja,Nej,Ikke angivet,Ja,37485.0,12495.0,A15,Rødovre,1-3 months
5500.0,0.0,22000.0,Værelse,10.0,1,0,Ja,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ikke angivet,16500.0,0.0,D,København NV,1-3 months
10000.0,70000.0,0.0,Lejlighed,57.0,2,1,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Nej,Nej,Ikke angivet,Ikke angivet,Nej,Ikke angivet,30000.0,30000.0,none,Kongens Lyngby,<1 month
11000.0,77000.0,264000.0,Lejlighed,50.0,2,0,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Nej,Nej,Ikke angivet,Ikke angivet,Nej,Ikke angivet,33000.0,33000.0,none,Kongens Lyngby,<1 month
18200.0,1550.0,128950.0,Lejlighed,101.0,4,3,Nej,Ja,Nej,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,54600.0,54600.0,B,København SV,3+ months
22000.0,1200.0,89200.0,Lejlighed,122.0,3,9,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ja,Ikke angivet,Ja,66000.0,0.0,B,København Ø,1-3 months
5150.0,0.0,15150.0,Værelse,8.0,1,0,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ja,Ja,Ikke angivet,Ja,10000.0,0.0,B,København N,1-3 months
6100.0,0.0,30500.0,Værelse,9.0,1,4,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,18300.0,6100.0,A20,Valby,1-3 months
10000.0,800.0,50800.0,Lejlighed,50.0,2,2,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,20000.0,20000.0,D,København S,<1 month
16950.0,84750.0,0.0,Lejlighed,120.0,3,2,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,50850.0,16950.0,none,København S,<1 month
11000.0,0.0,47000.0,Værelse,9.0,1,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,27000.0,9000.0,E,Valby,1-3 months
17600.0,700.0,88700.0,Lejlighed,96.0,3,3,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,52800.0,17600.0,C,Frederiksberg,1-3 months
10480.0,750.0,74110.0,Lejlighed,57.0,2,2,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ja,Ja,Ja,Ikke angivet,Ja,31440.0,31440.0,C,Taastrup,1-3 months
9900.0,0.0,39600.0,Værelse,20.0,1,4,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ikke angivet,19800.0,9900.0,C,København S,<1 month
7500.0,1000.0,34000.0,Lejlighed,40.0,1,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,8500.0,17000.0,B,Hvidovre,<1 month
30750.0,1500.0,216750.0,Lejlighed,205.0,5,4,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,92250.0,92250.0,none,København V,1-3 months
11750.0,1000.0,59750.0,Lejlighed,87.0,3,2,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,35250.0,11750.0,none,Hedehusene,1-3 months
12050.0,900.0,61150.0,Lejlighed,78.0,3,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,36150.0,12050.0,none,Hedehusene,1-3 months
10500.0,960.0,53460.0,Lejlighed,79.0,3,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,31500.0,10500.0,A20,Hedehusene,<1 month
11100.0,1055.0,56555.0,Lejlighed,87.0,4,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,33300.0,11100.0,A20,Hedehusene,<1 month
15795.0,78975.0,0.0,Lejlighed,104.0,4,4,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,47385.0,15795.0,none,København S,3+ months
19900.0,1100.0,80700.0,Lejlighed,120.0,3,0,Ja,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ja,Ikke angivet,Ja,59700.0,0.0,C,København SV,1-3 months
15250.0,1000.0,77250.0,Lejlighed,86.0,2,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Nej,45750.0,15250.0,none,København S,1-3 months
7000.0,0.0,21000.0,Værelse,30.0,1,4,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ikke angivet,Ja,Ikke angivet,Ja,14000.0,0.0,D,Frederiksberg C,<1 month
19900.0,1600.0,101100.0,Lejlighed,106.0,3,10,Nej,Ja,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,59700.0,19900.0,A10,København S,<1 month
10100.0,700.0,51200.0,Lejlighed,61.0,2,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ikke angivet,Ja,Ikke angivet,30300.0,10100.0,none,Brøndby,1-3 months
14250.0,900.0,57900.0,Lejlighed,90.0,2,1,Ja,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ikke angivet,42750.0,0.0,B,København S,1-3 months
13000.0,800.0,65800.0,Lejlighed,89.0,4,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ikke angivet,Ja,Ikke angivet,39000.0,13000.0,none,Brøndby,<1 month
22000.0,1000.0,67000.0,Lejlighed,140.0,4,1,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ja,Nej,Ikke angivet,Ikke angivet,Nej,Ja,44000.0,0.0,C,København V,<1 month
15900.0,850.0,80350.0,Lejlighed,103.0,4,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,47700.0,15900.0,A15,København S,3+ months
17000.0,1100.0,86100.0,Lejlighed,102.0,4,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,51000.0,17000.0,A15,København S,1-3 months
20800.0,1500.0,106700.0,Lejlighed,102.0,3,11,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,62400.0,22000.0,B,København S,1-3 months
11150.0,750.0,56500.0,Lejlighed,71.0,2,3,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Nej,Nej,Ja,33450.0,11150.0,A15,Skovlunde,<1 month
10100.0,825.0,51325.0,Lejlighed,37.0,1,4,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Nej,Nej,Nej,Nej,30300.0,10100.0,none,København S,<1 month
8400.0,775.0,42775.0,Lejlighed,34.0,1,4,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Nej,Nej,Nej,Nej,25200.0,8400.0,none,København S,<1 month
14788.0,1100.0,104616.0,Lejlighed,100.0,3,0,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,44364.0,44364.0,A15,Gentofte,3+ months
12900.0,600.0,65100.0,Lejlighed,83.0,2,3,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Nej,Ja,38700.0,12900.0,none,Rødovre,<1 month
8050.0,500.0,40750.0,Lejlighed,36.0,1,3,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,24150.0,8050.0,none,Valby,1-3 months
9400.0,400.0,66200.0,Lejlighed,37.0,1,1,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,28200.0,28200.0,none,Frederiksberg,1-3 months
14950.0,950.0,75700.0,Lejlighed,105.0,4,6,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ja,Nej,Ja,44850.0,14950.0,none,Herlev,3+ months
13700.0,1040.0,69540.0,Lejlighed,95.0,4,0,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Nej,Ja,Ja,Nej,Ja,41100.0,13700.0,A20,Taastrup,<1 month
20295.0,450.0,101925.0,Lejlighed,129.0,4,1,Nej,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,60885.0,20295.0,A15,Kongens Lyngby,1-3 months
8000.0,500.0,40500.0,Lejlighed,32.0,1,2,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,24000.0,8000.0,none,Valby,1-3 months
6900.0,1000.0,35500.0,Værelse,16.0,1,0,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ikke angivet,Ja,Ikke angivet,Ikke angivet,13800.0,13800.0,A10,Gentofte,<1 month
