monthly_rent,monthly_aconto,housing_type,size_sqm,rooms,floor,furnished,roommate_friendly,pets_allowed,elevator,senior_friendly,students_only,balcony_terrace,parking,dishwasher,washing_machine,charging_station,dryer,deposit,prepaid_rent,energy_mark,area,availability_in,days_on_website,total_monthly_rent,months_on_website
11440.0,550.0,Lejlighed,29.0,1,1,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Nej,Ikke angivet,22880.0,0.0,A20,København S,<1 month,12.0,11990.0,<1 month
12500.0,1000.0,Lejlighed,76.0,3,1,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,37500.0,0.0,none,København S,<1 month,12.0,13500.0,<1 month
13300.0,700.0,Lejlighed,82.0,3,0,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ja,Ja,Nej,Nej,39900.0,13300.0,none,Glostrup,<1 month,12.0,14000.0,<1 month
35000.0,600.0,Lejlighed,118.0,6,1,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,5000.0,35000.0,D,Frederiksberg,1-3 months,12.0,35600.0,<1 month
9100.0,708.0,Lejlighed,55.0,1,4,Nej,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,27300.0,9100.0,A10,København SV,1-3 months,12.0,9808.0,<1 month
6800.0,633.0,Lejlighed,40.0,1,1,Nej,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,20400.0,6800.0,A10,København SV,1-3 months,12.0,7433.0,<1 month
8500.0,603.0,Lejlighed,50.0,2,3,Nej,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,25500.0,8500.0,A10,København SV,3+ months,12.0,9103.0,<1 month
8500.0,628.0,Lejlighed,50.0,1,4,Nej,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,25500.0,8500.0,A10,København SV,1-3 months,12.0,9128.0,<1 month
6750.0,553.0,Lejlighed,39.0,1,1,Nej,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,20250.0,6750.0,A10,København SV,1-3 months,12.0,7303.0,<1 month
6500.0,553.0,Lejlighed,34.0,1,2,Nej,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,19500.0,6500.0,A10,København SV,3+ months,12.0,7053.0,<1 month
9000.0,0.0,Lejlighed,51.0,2,2,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,18000.0,9000.0,C,København S,<1 month,12.0,9000.0,<1 month
9080.0,0.0,Værelse,60.0,4,1,Nej,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,27240.0,9080.0,C,Gentofte,<1 month,12.0,9080.0,<1 month
10476.0,1300.0,Lejlighed,86.0,2,1,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ja,Ikke angivet,Ikke angivet,10476.0,0.0,none,Valby,<1 month,12.0,11776.0,<1 month
10500.0,400.0,Lejlighed,60.0,2,0,Nej,Ja,Ja,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,10000.0,0.0,C,København S,<1 month,12.0,10900.0,<1 month
15000.0,0.0,Lejlighed,94.0,4,4,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,45000.0,15000.0,C,København S,<1 month,12.0,15000.0,<1 month
13500.0,0.0,Lejlighed,78.0,3,4,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,25000.0,12500.0,C,København Ø,1-3 months,12.0,13500.0,<1 month
14000.0,1000.0,Lejlighed,64.0,2,3,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,14000.0,42000.0,C,København V,<1 month,12.0,15000.0,<1 month
11610.0,995.0,Lejlighed,86.0,3,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,34830.0,11610.0,none,Taastrup,<1 month,12.0,12605.0,<1 month
7350.0,0.0,Værelse,22.0,1,0,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,14700.0,0.0,A20,København S,1-3 months,12.0,7350.0,<1 month
4500.0,1000.0,Værelse,30.0,1,0,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ikke angivet,Ja,Ikke angivet,Ikke angivet,9000.0,0.0,C,Hvidovre,<1 month,12.0,5500.0,<1 month
10000.0,200.0,Lejlighed,58.0,2,1,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,30000.0,10000.0,G,Dragør,1-3 months,12.0,10200.0,<1 month
3600.0,800.0,Værelse,20.0,1,0,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,9900.0,0.0,none,Glostrup,<1 month,12.0,4400.0,<1 month
16000.0,0.0,Lejlighed,84.0,3,3,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,16000.0,0.0,D,Frederiksberg C,<1 month,12.0,16000.0,<1 month
12000.0,1000.0,Lejlighed,79.0,3,3,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,36000.0,12000.0,A15,Brøndby,1-3 months,12.0,13000.0,<1 month
9500.0,0.0,Lejlighed,56.0,2,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,0.0,9500.0,none,Holte,1-3 months,12.0,9500.0,<1 month
8700.0,720.0,Lejlighed,37.0,1,0,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,26100.0,26100.0,none,København NV,1-3 months,12.0,9420.0,<1 month
15997.0,900.0,Lejlighed,107.0,3,3,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,47991.0,15997.0,D,København K,1-3 months,12.0,16897.0,<1 month
16788.0,900.0,Lejlighed,114.0,3,1,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Nej,50364.0,16788.0,C,København K,1-3 months,12.0,17688.0,<1 month
15000.0,1000.0,Lejlighed,85.0,3,5,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,45000.0,0.0,none,København SV,1-3 months,13.0,16000.0,<1 month
9900.0,400.0,Lejlighed,46.0,1,1,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,29700.0,29700.0,none,Frederiksberg,1-3 months,13.0,10300.0,<1 month
10000.0,650.0,Lejlighed,60.0,2,2,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,30000.0,10000.0,none,Skovlunde,1-3 months,13.0,10650.0,<1 month
9300.0,600.0,Lejlighed,45.0,1,4,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,27900.0,27900.0,B,København NV,<1 month,13.0,9900.0,<1 month
12500.0,1000.0,Lejlighed,76.0,3,3,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,37500.0,12500.0,none,Ballerup,3+ months,13.0,13500.0,<1 month
16900.0,1000.0,Lejlighed,112.0,4,0,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,50700.0,16900.0,A15,København S,1-3 months,13.0,17900.0,<1 month
12000.0,700.0,Lejlighed,53.0,2,1,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ja,Ja,Ikke angivet,Ja,36000.0,36000.0,none,København Ø,1-3 months,13.0,12700.0,<1 month
10500.0,800.0,Lejlighed,65.0,2,0,Nej,Nej,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,31500.0,10500.0,A15,Ballerup,3+ months,13.0,11300.0,<1 month
12300.0,800.0,Lejlighed,86.0,4,2,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,36900.0,12300.0,A15,Vallensbæk Strand,3+ months,13.0,13100.0,<1 month
13000.0,250.0,Lejlighed,86.0,3,1,Nej,Ja,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,39000.0,13000.0,A15,Hvidovre,1-3 months,13.0,13250.0,<1 month
9500.0,0.0,Lejlighed,56.0,2,3,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,28500.0,28500.0,D,København S,<1 month,13.0,9500.0,<1 month
13800.0,1200.0,Lejlighed,98.0,4,3,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,41400.0,13800.0,A15,Taastrup,1-3 months,13.0,15000.0,<1 month
14500.0,500.0,Lejlighed,61.0,2,1,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,43500.0,14500.0,B,Valby,1-3 months,13.0,15000.0,<1 month
4360.0,0.0,Lejlighed,77.0,3,3,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ja,Ikke angivet,0.0,4360.0,C,København S,1-3 months,13.0,4360.0,<1 month
5200.0,200.0,Værelse,8.0,1,1,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,15600.0,10400.0,C,København K,1-3 months,13.0,5400.0,<1 month
10000.0,800.0,Lejlighed,54.0,2,1,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,30000.0,10000.0,none,Ballerup,1-3 months,13.0,10800.0,<1 month
4500.0,1000.0,Lejlighed,74.0,3,2,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,4500.0,4500.0,C,København N,1-3 months,13.0,5500.0,<1 month
5500.0,0.0,Værelse,10.0,1,0,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,16500.0,5500.0,A20,Glostrup,1-3 months,13.0,5500.0,<1 month
6000.0,800.0,Værelse,15.0,1,1,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,6000.0,0.0,D,Gentofte,1-3 months,13.0,6800.0,<1 month
8100.0,425.0,Lejlighed,32.0,1,1,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,24300.0,0.0,D,København Ø,<1 month,13.0,8525.0,<1 month
17000.0,900.0,Lejlighed,94.0,3,1,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,48000.0,17000.0,C,København S,<1 month,13.0,17900.0,<1 month
19900.0,1200.0,Lejlighed,132.0,5,0,Nej,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,59700.0,59700.0,D,København Ø,<1 month,13.0,21100.0,<1 month
13700.0,1050.0,Lejlighed,98.0,3,3,Nej,Ja,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,41100.0,13700.0,A15,Rødovre,1-3 months,13.0,14750.0,<1 month
9600.0,500.0,Lejlighed,41.0,1,4,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,28800.0,9600.0,none,Valby,1-3 months,13.0,10100.0,<1 month
14650.0,1219.0,Lejlighed,117.0,4,4,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,43950.0,14650.0,none,Vallensbæk Strand,<1 month,13.0,15869.0,<1 month
13250.0,1125.0,Lejlighed,108.0,3,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,39750.0,13250.0,A10,Vallensbæk Strand,<1 month,13.0,14375.0,<1 month
34200.0,1650.0,Lejlighed,151.0,4,4,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,102600.0,34200.0,A15,Hellerup,<1 month,13.0,35850.0,<1 month
8200.0,300.0,Lejlighed,25.0,1,0,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,24600.0,8200.0,none,Frederiksberg,<1 month,13.0,8500.0,<1 month
14400.0,700.0,Lejlighed,67.0,3,6,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,43200.0,14400.0,A10,København S,1-3 months,13.0,15100.0,<1 month
3750.0,0.0,Værelse,16.0,1,3,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Ikke angivet,3750.0,0.0,C,Albertslund,<1 month,13.0,3750.0,<1 month
7700.0,0.0,Værelse,21.0,1,3,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,15400.0,0.0,none,København V,<1 month,13.0,7700.0,<1 month
18500.0,1500.0,Lejlighed,78.0,2,4,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,18500.0,18500.0,B,København SV,1-3 months,13.0,20000.0,<1 month
14500.0,1200.0,Lejlighed,85.0,3,2,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,43500.0,14500.0,none,København S,1-3 months,13.0,15700.0,<1 month
11000.0,1100.0,Lejlighed,86.0,3,2,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,33000.0,11000.0,A15,Hedehusene,1-3 months,13.0,12100.0,<1 month
25900.0,1500.0,Lejlighed,148.0,4,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,77700.0,25900.0,none,København S,1-3 months,13.0,27400.0,<1 month
1608750.0,500.0,Lejlighed,117.0,3,3,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,4826250.0,1608750.0,C,København NV,<1 month,13.0,1609250.0,<1 month
15400.0,600.0,Lejlighed,112.0,2,0,Nej,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,46200.0,15400.0,C,København NV,<1 month,13.0,16000.0,<1 month
5000.0,0.0,Værelse,8.0,1,2,Ja,Ja,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,15000.0,0.0,D,Frederiksberg,<1 month,13.0,5000.0,<1 month
13450.0,1000.0,Lejlighed,86.0,3,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,40350.0,13450.0,none,Skovlunde,1-3 months,13.0,14450.0,<1 month
22950.0,1300.0,Lejlighed,116.0,4,5,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,68850.0,22950.0,none,København SV,1-3 months,13.0,24250.0,<1 month
23600.0,1415.0,Lejlighed,130.0,4,1,Nej,Nej,Ja,Ja,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,70800.0,23600.0,none,København Ø,3+ months,13.0,25015.0,<1 month
15150.0,1142.0,Lejlighed,101.0,4,1,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,45450.0,15150.0,A10,Søborg,1-3 months,13.0,16292.0,<1 month
12000.0,700.0,Lejlighed,60.0,2,2,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,36000.0,12000.0,none,København Ø,<1 month,13.0,12700.0,<1 month
6000.0,500.0,Lejlighed,54.0,2,2,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,18000.0,6000.0,none,København NV,<1 month,13.0,6500.0,<1 month
4484.0,500.0,Lejlighed,62.0,2,2,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,13452.0,13452.0,none,Søborg,<1 month,13.0,4984.0,<1 month
4484.0,500.0,Lejlighed,62.0,2,2,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,13452.0,13452.0,none,Søborg,<1 month,13.0,4984.0,<1 month
4484.0,500.0,Lejlighed,62.0,2,1,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,13452.0,13452.0,none,Søborg,<1 month,13.0,4984.0,<1 month
27500.0,0.0,Lejlighed,120.0,4,4,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,27500.0,27500.0,none,København K,1-3 months,13.0,27500.0,<1 month
12000.0,2000.0,Lejlighed,80.0,2,0,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,36000.0,0.0,C,Holte,1-3 months,13.0,14000.0,<1 month
16500.0,1000.0,Lejlighed,85.0,4,2,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,49500.0,33000.0,C,Frederiksberg,<1 month,13.0,17500.0,<1 month
14850.0,1250.0,Lejlighed,89.0,3,5,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Nej,44550.0,29700.0,C,København NV,3+ months,13.0,16100.0,<1 month
6950.0,400.0,Lejlighed,38.0,1,2,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Nej,Nej,Nej,Nej,20850.0,6950.0,none,København S,1-3 months,13.0,7350.0,<1 month
14900.0,700.0,Lejlighed,68.0,2,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,44700.0,14900.0,A15,København S,1-3 months,13.0,15600.0,<1 month
16700.0,950.0,Lejlighed,83.0,3,4,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Nej,50100.0,16700.0,none,København S,1-3 months,13.0,17650.0,<1 month
11995.0,850.0,Lejlighed,83.0,2,1,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ja,Ja,Ikke angivet,Ja,35985.0,11995.0,A15,Rødovre,3+ months,13.0,12845.0,<1 month
8200.0,780.0,Lejlighed,32.0,1,4,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,24600.0,8200.0,none,Kongens Lyngby,<1 month,13.0,8980.0,<1 month
8000.0,650.0,Lejlighed,32.0,1,2,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,24000.0,8000.0,none,Kongens Lyngby,<1 month,13.0,8650.0,<1 month
10200.0,750.0,Lejlighed,44.0,2,2,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,30600.0,10200.0,none,Kongens Lyngby,<1 month,13.0,10950.0,<1 month
10200.0,1120.0,Lejlighed,43.0,2,4,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,30600.0,10200.0,none,Kongens Lyngby,<1 month,13.0,11320.0,<1 month
8200.0,990.0,Lejlighed,32.0,1,4,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,24600.0,8200.0,none,Kongens Lyngby,<1 month,13.0,9190.0,<1 month
14000.0,0.0,Lejlighed,70.0,2,1,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,42000.0,0.0,none,København S,<1 month,13.0,14000.0,<1 month
9800.0,0.0,Værelse,35.0,2,1,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Nej,Nej,9800.0,19600.0,A15,København V,<1 month,13.0,9800.0,<1 month
10600.0,600.0,Lejlighed,64.0,2,1,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,Ikke angivet,Ikke angivet,31800.0,0.0,none,Virum,1-3 months,13.0,11200.0,<1 month
9500.0,600.0,Lejlighed,54.0,2,0,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,28500.0,9500.0,A20,Vallensbæk Strand,<1 month,13.0,10100.0,<1 month
15850.0,950.0,Lejlighed,87.0,3,0,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ja,Ikke angivet,Ikke angivet,Ikke angivet,47550.0,15850.0,none,København SV,<1 month,13.0,16800.0,<1 month
12200.0,1000.0,Lejlighed,89.0,4,1,Nej,Ja,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,36600.0,12200.0,A20,Vallensbæk Strand,<1 month,13.0,13200.0,<1 month
18000.0,1200.0,Lejlighed,113.0,3,4,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,Nej,Ja,Ja,Ikke angivet,Ja,54000.0,0.0,A20,København S,1-3 months,13.0,19200.0,<1 month
25150.0,1500.0,Lejlighed,116.0,4,0,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ja,Nej,Ja,Ja,Nej,Ja,75450.0,25150.0,none,København K,<1 month,13.0,26650.0,<1 month
22995.0,800.0,Lejlighed,129.0,5,6,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,68985.0,22995.0,none,København V,<1 month,13.0,23795.0,<1 month
16575.0,880.0,Lejlighed,117.0,4,6,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,49725.0,16575.0,none,Frederiksberg C,<1 month,13.0,17455.0,<1 month
6086.0,1026.0,Lejlighed,40.0,1,1,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,18258.0,18258.0,E,Brønshøj,1-3 months,13.0,7112.0,<1 month
12295.0,800.0,Lejlighed,74.0,2,2,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ja,Ja,Ikke angivet,Ja,36885.0,12295.0,A15,Rødovre,1-3 months,13.0,13095.0,<1 month
11000.0,0.0,Lejlighed,49.0,2,0,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ikke angivet,Ja,Ja,Ja,20000.0,22000.0,C,København K,3+ months,13.0,11000.0,<1 month
16000.0,900.0,Lejlighed,110.0,4,2,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,16000.0,16000.0,C,København N,1-3 months,13.0,16900.0,<1 month
12200.0,800.0,Lejlighed,66.0,2,2,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ja,Nej,Ja,Ja,Nej,Ja,36600.0,12200.0,A20,København S,1-3 months,13.0,13000.0,<1 month
17860.0,1300.0,Lejlighed,110.0,4,0,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,53580.0,17860.0,B,Kongens Lyngby,1-3 months,13.0,19160.0,<1 month
6900.0,300.0,Værelse,28.0,1,2,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ja,Ikke angivet,Ja,20700.0,6900.0,none,Valby,<1 month,13.0,7200.0,<1 month
12000.0,900.0,Lejlighed,76.0,2,4,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ja,Ja,Ja,Ja,Nej,Ja,36000.0,0.0,C,Holte,<1 month,13.0,12900.0,<1 month
10000.0,500.0,Lejlighed,60.0,2,5,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,30000.0,10000.0,D,København K,<1 month,13.0,10500.0,<1 month
4300.0,500.0,Værelse,9.0,1,4,Ja,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,6000.0,0.0,C,København N,<1 month,13.0,4800.0,<1 month
11800.0,700.0,Lejlighed,57.0,2,1,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,35400.0,11800.0,A15,København S,1-3 months,13.0,12500.0,<1 month
4200.0,0.0,Værelse,20.0,1,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ja,Ikke angivet,Ja,6300.0,6300.0,A15,Måløv,<1 month,13.0,4200.0,<1 month
5555.0,375.0,Værelse,8.0,1,0,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,16665.0,5930.0,C,København Ø,1-3 months,14.0,5930.0,<1 month
23500.0,1500.0,Lejlighed,82.0,2,4,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,47000.0,0.0,none,København S,<1 month,14.0,25000.0,<1 month
17700.0,1200.0,Lejlighed,102.0,4,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,53100.0,17700.0,A15,København S,<1 month,14.0,18900.0,<1 month
16000.0,0.0,Lejlighed,71.0,2,3,Ja,Nej,Ja,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ja,Ja,16000.0,0.0,C,København V,3+ months,14.0,16000.0,<1 month
9500.0,0.0,Lejlighed,69.0,2,2,Ja,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Nej,Ikke angivet,Ikke angivet,28500.0,9500.0,C,København S,<1 month,14.0,9500.0,<1 month
10000.0,0.0,Lejlighed,89.0,4,0,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,20000.0,10000.0,D,Vallensbæk Strand,1-3 months,14.0,10000.0,<1 month
7600.0,500.0,Lejlighed,31.0,1,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,22800.0,7600.0,A15,Brønshøj,<1 month,14.0,8100.0,<1 month
9500.0,700.0,Lejlighed,67.0,2,4,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ja,Ikke angivet,Ja,28500.0,28500.0,C,Valby,1-3 months,14.0,10200.0,<1 month
17450.0,1100.0,Lejlighed,96.0,4,2,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,52350.0,17450.0,none,København S,1-3 months,14.0,18550.0,<1 month
